powder_id,block,tilt_deg,phase,trial,action,rpm,before_g,after_g,delta_g,flag,t_ms,sigma_g,drift_g,shock_g,retries,quality
silicon-110-200,C,90.0,rotation,2,360.0,30.0,2.3383,2.6593,0.321,,404487,0.0058,-0.0194,0.0,0,unsettled
silicon-110-200,C,90.0,rotation,3,360.0,30.0,2.6592,2.954,0.2949,,416058,0.0118,0.0004,0.0,0,unsettled
silicon-110-200,C,90.0,rotation,4,360.0,30.0,2.9607,3.2441,0.2833,,427618,0.0056,0.0066,0.0,0,unsettled
silicon-110-200,C,90.0,rotation,5,360.0,30.0,3.2425,3.5446,0.3021,,439201,0.0075,-0.0019,0.0,0,unsettled
silicon-110-200,D,45.0,speed,0,3.0,15.0,3.5678,4.4817,0.9139,,472180,0.0081,0.0201,0.0,0,ok
silicon-110-200,D,45.0,speed,1,3.0,45.0,4.4839,5.2616,0.7777,,485665,0.0012,0.0028,0.0,0,unsettled
silicon-110-200,D,45.0,speed,2,3.0,90.0,5.2577,5.8884,0.6307,,496088,0.0017,-0.0027,0.0,0,unsettled
silicon-110-200,E,0.0,refeed,0,360.0,30.0,5.9327,5.9744,0.0417,,544861,0.0068,-0.0007,0.0,1,ok
silicon-110-200,E,0.0,tap,0,1,,5.9904,5.975,-0.0154,,552420,0.0082,0.014,0.0,0,unsettled
silicon-110-200,E,0.0,refeed,1,360.0,30.0,5.9812,6.0187,0.0375,,563999,0.0019,0.0057,0.0,0,unsettled
silicon-110-200,E,0.0,tap,1,1,,6.0156,6.0194,0.0038,,579109,0.0009,-0.0011,0.0,1,ok
silicon-110-200,E,0.0,refeed,2,360.0,30.0,6.0126,6.0645,0.0519,,590669,0.0108,-0.0061,0.0,0,unsettled
silicon-110-200,E,0.0,tap,2,1,,6.0564,6.0631,0.0068,,605778,0.0062,-0.008,0.0,1,unsettled
silicon-110-200,E,0.0,refeed,3,360.0,30.0,6.0471,6.1068,0.0598,,617361,0.01,-0.0158,0.0,0,unsettled
silicon-110-200,E,0.0,tap,3,1,,6.1052,6.1041,-0.0011,,624907,0.0039,-0.0023,0.0,0,unsettled
silicon-110-200,E,0.0,refeed,4,360.0,30.0,6.17,6.2408,0.0709,,659617,0.0129,-0.027,0.0,2,unsettled
silicon-110-200,E,0.0,tap,4,1,,6.2469,6.2447,-0.0023,,667185,0.0022,0.0055,0.0,0,unsettled
silicon-110-200,E,0.0,refeed,5,360.0,30.0,6.2308,6.2903,0.0595,,678745,0.0121,-0.0127,0.0,0,unsettled
silicon-110-200,E,0.0,tap,5,1,,6.2964,6.2869,-0.0095,,686303,0.0061,0.0075,0.0,0,unsettled
silicon-110-200,E,0.0,refeed,6,360.0,30.0,6.2781,6.3348,0.0567,,697870,0.0091,-0.0115,0.0,0,unsettled
silicon-110-200,E,0.0,tap,6,1,,6.3471,6.3369,-0.0101,,705424,0.0075,0.0138,0.0,0,unsettled
silicon-110-200,E,0.0,refeed,7,360.0,30.0,6.3125,6.3802,0.0677,,716995,0.0117,-0.0228,0.0,0,unsettled
silicon-110-200,E,0.0,tap,7,1,,6.382,6.38,-0.002,,724577,0.0069,0.0019,0.0,0,unsettled
silicon-110-200,E,45.0,refeed,0,360.0,30.0,6.4121,6.5852,0.1731,,743391,0.0122,0.0263,0.0,0,unsettled
silicon-110-200,E,45.0,tap,0,1,,6.5831,6.5823,-0.0008,,750945,0.0047,-0.0016,0.0,0,unsettled
silicon-110-200,E,45.0,refeed,1,360.0,30.0,6.5848,6.7677,0.1829,,762519,0.0092,0.0016,0.0,0,unsettled
silicon-110-200,E,45.0,tap,1,1,,6.781,6.7694,-0.0116,,770084,0.0064,0.0123,0.0,0,unsettled
silicon-110-200,E,45.0,refeed,2,360.0,30.0,6.7795,6.941,0.1615,,781655,0.014,0.0091,0.0,0,unsettled
silicon-110-200,E,45.0,tap,2,1,,6.9522,6.9418,-0.0104,,789202,0.0041,0.0105,0.0,0,unsettled
silicon-110-200,E,45.0,refeed,3,360.0,30.0,6.9412,7.1248,0.1836,,800769,0.0029,0.0016,0.0,0,unsettled
silicon-110-200,E,45.0,tap,3,1,,7.1283,7.1305,0.0023,,815890,0.0037,0.0071,0.0,1,unsettled
silicon-110-200,E,45.0,refeed,4,360.0,30.0,7.153,7.2965,0.1435,,827462,0.0049,0.0223,0.0,0,unsettled
silicon-110-200,E,45.0,tap,4,1,,7.292,7.2992,0.0071,,835004,0.0094,-0.0075,0.0,0,unsettled
silicon-110-200,E,45.0,refeed,5,360.0,30.0,7.2996,7.4863,0.1867,,846580,0.0155,0.0028,0.0,0,unsettled
silicon-110-200,E,45.0,tap,5,1,,7.4855,7.4834,-0.0022,,861700,0.0033,0.0102,0.0,1,ok
silicon-110-200,E,45.0,refeed,6,360.0,30.0,7.4851,7.6615,0.1764,,873261,0.0135,0.0,0.0,0,unsettled
silicon-110-200,E,45.0,tap,6,1,,7.66,7.6573,-0.0027,,880824,0.0079,0.0009,0.0,0,unsettled
silicon-110-200,E,45.0,refeed,7,360.0,30.0,7.6595,7.8486,0.189,,892384,0.0118,0.002,0.0,0,unsettled
silicon-110-200,E,45.0,tap,7,1,,7.8579,7.848,-0.0099,,900038,0.0059,0.0084,0.0,0,unsettled
