powder_id,block,tilt_deg,phase,trial,action,rpm,before_g,after_g,delta_g,flag,t_ms,sigma_g,drift_g,shock_g,retries,quality
salt,E,0.0,refeed,0,360.0,30.0,0.0078,0.0222,0.0144,,456120,0.0012,-0.0003,0.0,0,unsettled
salt,E,0.0,tap,0,1,,0.0192,0.0281,0.0089,,463674,0.0044,-0.0025,0.0,0,unsettled
salt,E,0.0,refeed,1,360.0,30.0,0.0296,0.0719,0.0423,,475250,0.0021,-0.0013,0.0,0,ok
salt,E,0.0,tap,1,1,,0.0701,0.0772,0.0071,,482813,0.001,-0.0016,0.0,0,ok
salt,E,0.0,refeed,2,360.0,30.0,0.0604,0.1207,0.0603,,494373,0.0007,-0.0141,0.0,0,ok
salt,E,0.0,tap,2,1,,0.1212,0.1234,0.0022,,501927,0.0004,0.0011,0.0,0,ok
salt,E,0.0,refeed,3,360.0,30.0,0.2211,0.2522,0.031,,539127,0.002,0.0099,0.0,2,ok
salt,E,0.0,tap,3,1,,0.2466,0.2489,0.0023,,546695,0.0047,-0.0065,0.0,0,unsettled
salt,E,0.0,refeed,4,360.0,30.0,0.2445,0.3,0.0554,,558266,0.0016,-0.0065,0.0,0,ok
salt,E,0.0,tap,4,1,,0.3008,0.303,0.0022,,565808,0.0009,0.0014,0.0,0,ok
salt,E,0.0,refeed,5,360.0,30.0,0.3022,0.3702,0.068,,577380,0.0004,-0.0003,0.0,0,ok
salt,E,0.0,tap,5,1,,0.3376,0.3648,0.0272,,600056,0.0037,-0.0112,0.0,2,unsettled
salt,E,0.0,refeed,6,360.0,30.0,0.3767,0.408,0.0314,,611628,0.009,0.0134,0.0,0,unsettled
salt,E,0.0,tap,6,1,,0.4066,0.4034,-0.0032,,619170,0.0008,-0.0004,0.0,0,unsettled
salt,E,0.0,refeed,7,360.0,30.0,0.4197,0.4392,0.0196,,630746,0.0017,0.0169,0.0,0,unsettled
salt,E,0.0,tap,7,1,,0.4227,0.4478,0.0251,,638309,0.0048,-0.0114,0.0,0,unsettled
salt,E,45.0,refeed,0,360.0,30.0,-0.0027,0.1692,0.1719,,665087,0.0003,0.0003,0.0,0,ok
salt,E,45.0,tap,0,1,,0.1581,0.1662,0.0081,,680196,0.0003,-0.0006,0.0,1,ok
salt,E,45.0,refeed,1,360.0,30.0,0.1845,0.3215,0.1371,,691767,0.0089,0.0166,0.0,0,unsettled
salt,E,45.0,tap,1,1,,0.3332,0.3315,-0.0017,,699314,0.0034,0.0109,0.0,0,ok
salt,E,45.0,refeed,2,360.0,30.0,0.3246,0.4838,0.1591,,710881,0.0023,-0.0061,0.0,0,ok
salt,E,45.0,tap,2,1,,0.5071,0.4878,-0.0193,,725991,0.0048,0.0162,0.0,1,unsettled
salt,E,45.0,refeed,3,360.0,30.0,0.4949,0.6513,0.1564,,737562,0.0043,0.0098,0.0,0,ok
salt,E,45.0,tap,3,1,,0.6945,0.6977,0.0031,,752676,0.0071,-0.0008,0.0,1,unsettled
salt,E,45.0,refeed,4,360.0,30.0,1.0176,1.1885,0.1709,,787386,0.0126,-0.0035,0.0,2,unsettled
salt,E,45.0,tap,4,1,,1.21,1.1941,-0.0159,,802404,0.0074,0.0225,0.0,0,unsettled
salt,E,45.0,refeed,5,360.0,30.0,1.184,1.3399,0.1559,,813975,0.0106,-0.0084,0.0,0,unsettled
salt,E,45.0,tap,5,1,,1.3535,1.3391,-0.0143,,829085,0.0043,0.0035,0.0,1,unsettled
salt,E,45.0,refeed,6,360.0,30.0,1.3348,1.5194,0.1846,,840656,0.0065,-0.0054,0.0,0,ok
salt,E,45.0,tap,6,1,,1.5208,1.5244,0.0036,,848219,0.0057,-0.0008,0.0,0,unsettled
salt,E,45.0,refeed,7,360.0,30.0,1.5664,1.674,0.1076,,859791,0.0124,0.0388,0.0,0,unsettled
salt,E,45.0,tap,7,1,,1.682,1.6856,0.0036,,867333,0.0052,0.0046,0.0,0,unsettled
